title,price,url,source_page
"Suavizante de Telas Downy Intense Exótico, Aroma Dulce con Notas Frutales, 2.8 l",$125.00,https://www.walmart.com.mx/ip/suavizante-de-telas-downy-intense-exotico-aroma-dulce-con-notas-frutales-2-8-l/00750043525208?athbdg=L1504,walmart_page_1
Bebida Ocean Spray arándano 1 l,$40.00,https://www.walmart.com.mx/ip/bebida-ocean-spray-arandano-1-l/00003120045456?athbdg=L1504,walmart_page_1
Botana Doritos Nacho con queso sabor chile 223 g,$61.00,https://www.walmart.com.mx/ip/botana-doritos-nacho-con-queso-sabor-chile-223-g/00750101116773?athbdg=L1504,walmart_page_1
Papas fritas Sabritas adobadas 160 g,$61.00,https://www.walmart.com.mx/ip/papas-fritas-sabritas-adobadas-160-g/00750101113392?athbdg=L1504,walmart_page_1
Papas fritas Ruffles sabor queso 185 g,$61.00,https://www.walmart.com.mx/ip/papas-fritas-ruffles-sabor-queso-185-g/00750047800798?athbdg=L1504,walmart_page_1
Alimento para Perro Pedigree Adulto Res en Filetes 100 g,$12.00,https://www.walmart.com.mx/ip/alimento-para-perro-pedigree-adulto-res-en-filetes-100-g/00070646024927?athbdg=L1504,walmart_page_1
"Shampoo L'Oréal Paris Dream Liso Efecto Keratina, Anti frizz 72hrs 680ml",$157.00,https://www.walmart.com.mx/ip/shampoo-l-oreal-paris-dream-liso-efecto-keratina-anti-frizz-72hrs-680ml/00750955296147?athbdg=L1504,walmart_page_1
Agua micelar Garnier skin active todo en 1 piel sensible 400 ml,$97.00,https://www.walmart.com.mx/ip/agua-micelar-garnier-skin-active-todo-en-1-piel-sensible-400-ml/00750955245555?athbdg=L1300,walmart_page_1
Alimento para Gato Whiskas Adulto Fillets Salmón 85 g,$12.00,https://www.walmart.com.mx/ip/alimento-para-gato-whiskas-adulto-fillets-salmon-85-g/00070646000064?athbdg=L1504,walmart_page_10
Alimento para Gato Whiskas Filetes Pollo Adulto 85 g,$12.00,https://www.walmart.com.mx/ip/alimento-para-gato-whiskas-filetes-pollo-adulto-85-g/00070646000065?athbdg=L1504,walmart_page_10
Alimento para Perro Pedigree Razas Pequeñas Res en Filetes 100 g,$12.00,https://www.walmart.com.mx/ip/alimento-para-perro-pedigree-razas-pequenas-res-en-filetes-100-g/00070646024948?athbdg=L1504,walmart_page_10
Vajilla Gibson Home Shadow 36pz,"$1,399.00",https://www.walmart.com.mx/ip/vajilla-gibson-home-shadow-36pz/00008508120263?athbdg=L6000,walmart_page_10
Shampoo Tío Nacho ginseng 950 ml,$190.00,https://www.walmart.com.mx/ip/shampoo-tio-nacho-ginseng-950-ml/00065024006615?athbdg=L1504,walmart_page_10
Pañales Huggies UltraConfort etapa 5 niño 40 piezas,$372.00,https://www.walmart.com.mx/ip/panales-huggies-ultraconfort-etapa-5-nino-40-piezas/00750642560432?athbdg=L1504,walmart_page_10
Shampoo Garnier Fructis adiós esponjado suave & disciplinado 650 ml,$118.00,https://www.walmart.com.mx/ip/shampoo-garnier-fructis-adios-esponjado-suave-disciplinado-650-ml/00750955287652?athbdg=L1504,walmart_page_10
Shampoo L'Oréal Elvive color vive filtro UV cabello teñido 680 ml,$157.00,https://www.walmart.com.mx/ip/shampoo-l-oreal-elvive-color-vive-filtro-uv-cabello-tenido-680-ml/00750955281739?athbdg=L1504,walmart_page_10
Tinte para cabello Palette Intensive Color Creme Kit Negro 1-0 50ml,$69.00,https://www.walmart.com.mx/ip/tinte-para-cabello-palette-intensive-color-creme-kit-negro-1-0-50ml/00770204555409?athbdg=L1504,walmart_page_10
Shampoo L'Oréal Elvive óleo extraordinario cabello seco 680 ml,$157.00,https://www.walmart.com.mx/ip/shampoo-l-oreal-elvive-oleo-extraordinario-cabello-seco-680-ml/00750955281741?athbdg=L1504,walmart_page_10
Detergente líquido Persil Colores Vivos 4.65Lt,$165.00,https://www.walmart.com.mx/ip/detergente-liquido-persil-colores-vivos-4-65lt/00750119941389?athbdg=L1300,walmart_page_10
Horno de Microondas Samsung 0.8 Pies Cúbicos Blanco,"$3,199.00",https://www.walmart.com.mx/ip/horno-de-microondas-samsung-0-8-pies-cubicos-blanco/00880608843551,walmart_page_10
Pañales para bebe Kleenbebé Suavelastic Etapa 5 Jumbo Unisex 40 Piezas,$296.00,https://www.walmart.com.mx/ip/panales-para-bebe-kleenbebe-suavelastic-etapa-5-jumbo-unisex-40-piezas/00750194344496?athbdg=L1504,walmart_page_10
Tinte para cabello L'Oréal Imédia Excellence creme 4.45 castaño cobrizo caoba,$110.00,https://www.walmart.com.mx/ip/tinte-para-cabello-l-oreal-imedia-excellence-creme-4-45-castano-cobrizo-caoba/00750102727538?athbdg=L1504,walmart_page_10
Tiras reactivas OneTouch Ultra 50 pzas + 25 lancetas UltraSoft,$501.00,https://www.walmart.com.mx/ip/tiras-reactivas-onetouch-ultra-50-pzas-25-lancetas-ultrasoft/00750155450041?athbdg=L6000,walmart_page_10
Horno de Microondas LG 1.5 Pies Cúbicos Negro,"$4,171.00",https://www.walmart.com.mx/ip/horno-de-microondas-lg-1-5-pies-cubicos-negro/00880608791603,walmart_page_10
Producto a base de leche Yakult 5 pzas de 80 ml c/u,$38.50,https://www.walmart.com.mx/ip/producto-a-base-de-leche-yakult-5-pzas-de-80-ml-c-u/00750102551100?athbdg=L6000,walmart_page_10
Gel limpiador Nivea Derma skin clear anti-imperfecciones 150ml,$167.00,https://www.walmart.com.mx/ip/gel-limpiador-nivea-derma-skin-clear-anti-imperfecciones-150ml/00400600008430?athbdg=L1504,walmart_page_10
Blanqueador Cloralex Gel 3.75 l,$73.00,https://www.walmart.com.mx/ip/blanqueador-cloralex-gel-3-75-l/00750102540131?athbdg=L1504,walmart_page_10
Bicicleta Infantil Económica DE Montaña Monk Starbike Rodada 20 1 Velocidad Negro,"$2,199.00",https://www.walmart.com.mx/ip/bicicleta-infantil-economica-de-montana-monk-starbike-rodada-20-1-velocidad-negro/00750225267225?athbdg=L1300,walmart_page_10
Shampoo Tresemmé movimiento pro rizos  715 ml,$135.00,https://www.walmart.com.mx/ip/shampoo-tresemme-movimiento-pro-rizos-715-ml/00750630625361?athbdg=L1504,walmart_page_10
Shampoo Pantene Pro V brillo extremo 750 ml,$155.00,https://www.walmart.com.mx/ip/shampoo-pantene-pro-v-brillo-extremo-750-ml/00750100745780?athbdg=L6000,walmart_page_10
Acondicionador Herbal Essences Pelo largo Granada & Proteína Vegana 600 ml,$120.00,https://www.walmart.com.mx/ip/acondicionador-herbal-essences-pelo-largo-granada-proteina-vegana-600-ml/00750043521480?athbdg=L1504,walmart_page_10
Aromatizante Aura Frutos Rojos y Frutas del Bosque,$122.00,https://www.walmart.com.mx/ip/aromatizante-aura-frutos-rojos-y-frutas-del-bosque/00843657151098?athbdg=L1504,walmart_page_10
Alimento para Gato Purina One Wet Adulto y Esterilizado Súper Nutriente 85 g,$19.00,https://www.walmart.com.mx/ip/alimento-para-gato-purina-one-wet-adulto-y-esterilizado-super-nutriente-85-g/00750107221497?athbdg=L1504,walmart_page_10
Desodorante Arm & Hammer ULTRAMAX Sport 73 gr,$101.00,https://www.walmart.com.mx/ip/desodorante-arm-hammer-ultramax-sport-73-gr/00750108095399?athbdg=L6000,walmart_page_10
Ambientador Mikado Aura 2 Pack Cereza 30 ml x 2,$122.00,https://www.walmart.com.mx/ip/ambientador-mikado-aura-2-pack-cereza-30-ml-x-2/00843661836054?athbdg=L1504,walmart_page_10
TV Daewoo 70 pulgadas 4K Ultra HD Smart TV LED DAW70UR,"$9,990.00",https://www.walmart.com.mx/ip/tv-daewoo-70-pulgadas-4k-ultra-hd-smart-tv-led-daw70ur/00888143009276?athbdg=L1300,walmart_page_10
Agua micelar Garnier skin active con agua de rosas 400 ml,$114.00,https://www.walmart.com.mx/ip/agua-micelar-garnier-skin-active-con-agua-de-rosas-400-ml/00360054232641?athbdg=L1300,walmart_page_10
Kit para Cortar el Cabello Wahl Clip & Gromm 22 Pzas,$899.00,https://www.walmart.com.mx/ip/kit-para-cortar-el-cabello-wahl-clip-gromm-22-pzas/00004391710912,walmart_page_10
Acondicionador Tresemmé regeneración molecular  715 ml,$135.00,https://www.walmart.com.mx/ip/acondicionador-tresemme-regeneracion-molecular-715-ml/00750630625358?athbdg=L1504,walmart_page_10
Bocina Inteligente Amazon Echo Pop Wifi Bluetooth Tipo Media Luna Verde,"$1,139.00",https://www.walmart.com.mx/ip/bocina-inteligente-amazon-echo-pop-wifi-bluetooth-tipo-media-luna-verde/00084026893587,walmart_page_10
Batería Cocina 12 Pz Acero Inoxidable Inducción Fraciel Omania Roja Fraciel Omania Roja,"$1,249.00",https://www.walmart.com.mx/ip/bateria-cocina-12-pz-acero-inoxidable-induccion-fraciel-omania-roja-fraciel-omania-roja/00955946734544?athbdg=L1300,walmart_page_10
Limpiador líquido Brasso Gold antigrasa aroma naranja 650 ml,$72.00,https://www.walmart.com.mx/ip/limpiador-liquido-brasso-gold-antigrasa-aroma-naranja-650-ml/00750105875517?athbdg=L1504,walmart_page_10
Labial líquido Revlon Colorstay satin ink eyes on you nude 5 ml,$275.00,https://www.walmart.com.mx/ip/labial-liquido-revlon-colorstay-satin-ink-eyes-on-you-nude-5-ml/00030997011707?athbdg=L6000,walmart_page_10
Pack 2 Almohadas + Colchón Matrimonial Ortopedico America Ortopédico Bloom,"$3,799.00",https://www.walmart.com.mx/ip/pack-2-almohadas-colchon-matrimonial-ortopedico-america-ortopedico-bloom/00046166451797?athbdg=L1300,walmart_page_10
Horno Oster 30 litros con 4 funciones Negro,"$3,799.00",https://www.walmart.com.mx/ip/horno-oster-30-litros-con-4-funciones-negro/00005389115018,walmart_page_10
Pañales Huggies All Around autoajustables etapa 5 unisex 40 piezas,$286.00,https://www.walmart.com.mx/ip/panales-huggies-all-around-autoajustables-etapa-5-unisex-40-piezas/00750194348866?athbdg=L1504,walmart_page_10
Tablet Samsung Galaxy Tab S6 Lite Verde 128 GB,"$8,499.00",https://www.walmart.com.mx/ip/tablet-samsung-galaxy-tab-s6-lite-verde-128-gb/00880609557518,walmart_page_10
Papas fritas Barcel Chip's fuego sabor chile y limón 160 g,$61.00,https://www.walmart.com.mx/ip/papas-fritas-barcel-chip-s-fuego-sabor-chile-y-limon-160-g/00750301854469?athbdg=L1504,walmart_page_2
"Suavizante de telas Downy Elegance, perfume sofisticado con notas florales, 2.6 l",$125.00,https://www.walmart.com.mx/ip/suavizante-de-telas-downy-elegance-perfume-sofisticado-con-notas-florales-2-6-l/00750043517569?athbdg=L1504,walmart_page_2
Alimento para niños NAN Expertpro Confort Total etapa 3 de 1 a 3 años 900 g,$390.00,https://www.walmart.com.mx/ip/alimento-para-ninos-nan-expertpro-confort-total-etapa-3-de-1-a-3-anos-900-g/00750105865545?athbdg=L1510,walmart_page_2
Alimento para niños de corta edad NAN Optimal Pro etapa 4 a partir de 2 años 1.2 kg,$235.00,https://www.walmart.com.mx/ip/alimento-para-ninos-de-corta-edad-nan-optimal-pro-etapa-4-a-partir-de-2-anos-1-2-kg/00750105863483?athbdg=L1510,walmart_page_2
"Suavizante de Telas Downy Intense Pureza, Aroma Cítrico Floral con Hierbas Verdes, 2.8 l",$125.00,https://www.walmart.com.mx/ip/suavizante-de-telas-downy-intense-pureza-aroma-citrico-floral-con-hierbas-verdes-2-8-l/00750043512615?athbdg=L1504,walmart_page_2
Desodorante antitranspirante Rexona powder en aerosol 210 ml,$97.00,https://www.walmart.com.mx/ip/desodorante-antitranspirante-rexona-powder-en-aerosol-210-ml/00750630625065?athbdg=L6000,walmart_page_2
Mascarilla para cabello Garnier Fructis hair food coco cabello dañado 350 ml,$102.00,https://www.walmart.com.mx/ip/mascarilla-para-cabello-garnier-fructis-hair-food-coco-cabello-danado-350-ml/00750955282803?athbdg=L1504,walmart_page_2
"Sofá Cama Makora Queen Con Memory Foam, Color Gris Claro, Lino Respaldo Reclinable De 3 posiciones. Makora Con Portavasos","$4,990.00",https://www.walmart.com.mx/ip/sofa-cama-makora-queen-con-memory-foam-color-gris-claro-lino-respaldo-reclinable-de-3-posiciones-makora-con-portavasos/00073407704296?athbdg=L1300,walmart_page_2
Horno de Microondas Mabe 0.7 Pies Cúbicos Silver,"$1,529.00",https://www.walmart.com.mx/ip/horno-de-microondas-mabe-0-7-pies-cubicos-silver/00075763861472?athbdg=L1300,walmart_page_2
Colchon Ortopédico Spring Air King Size de confort medio modelo Smith,"$5,799.00",https://www.walmart.com.mx/ip/colchon-ortopedico-spring-air-king-size-de-confort-medio-modelo-smith/00750221550514?athbdg=L1300,walmart_page_2
"Suavizante de Telas Downy Intense Floral, Aroma Dulce con Notas Florales, 4.8 l",$183.00,https://www.walmart.com.mx/ip/suavizante-de-telas-downy-intense-floral-aroma-dulce-con-notas-florales-4-8-l/00750043518446?athbdg=L1504,walmart_page_2
Colchón Individual KingsHouse en Caja 15cm Alto KHCESPIB,"$1,269.00",https://www.walmart.com.mx/ip/colchon-individual-kingshouse-en-caja-15cm-alto-khcespib/00750645213525?athbdg=L1300,walmart_page_2
Tinte para cabello L'Oréal Excellence Sin Amoníaco 6u chocolate puro universal,$129.00,https://www.walmart.com.mx/ip/tinte-para-cabello-l-oreal-excellence-sin-amoniaco-6u-chocolate-puro-universal/00750955287823?athbdg=L1504,walmart_page_2
Colchón Matrimonial Ortopédico Spring Air Sleeper,"$5,149.00",https://www.walmart.com.mx/ip/colchon-matrimonial-ortopedico-spring-air-sleeper/00750171928221?athbdg=L1300,walmart_page_2
"Celular APPLE iPhone 15 128GB Chip A16 6.1"" OLED Super Retina XDR","$11,999.00",https://www.walmart.com.mx/ip/celular-apple-iphone-15-128gb-chip-a16-6-1-oled-super-retina-xdr/00019594903593?athbdg=L1300,walmart_page_2
Toallitas Húmedas Huggies con 1440 Piezas,$459.00,https://www.walmart.com.mx/ip/toallitas-humedas-huggies-con-1440-piezas/00750194341306?athbdg=L1300,walmart_page_2
Whisky Johnnie Walker Black Label 1lt Johnnie Walker Whisky,$629.00,https://www.walmart.com.mx/ip/whisky-johnnie-walker-black-label-1lt-johnnie-walker-whisky/00500026702362?athbdg=L1300,walmart_page_2
Chamarra Impermeable Shendy Vendy Chaqueta Para Hombre Con Capucha,$156.00,https://www.walmart.com.mx/ip/chamarra-impermeable-shendy-vendy-chaqueta-para-hombre-con-capucha/00750662400808?athbdg=L1300,walmart_page_2
Limpiador de lavadoras Dr Beckmann 250 g,$82.00,https://www.walmart.com.mx/ip/limpiador-de-lavadoras-dr-beckmann-250-g/00400845543811?athbdg=L1506,walmart_page_2
Lavatrastes Líquido Axion Avena con Vitamina E 1.1 L,$78.00,https://www.walmart.com.mx/ip/lavatrastes-liquido-axion-avena-con-vitamina-e-1-1-l/00750954669009?athbdg=L1504,walmart_page_2
Alimento para Perro Mainstays Adulto Todos los Tamaños 20 kg,$589.00,https://www.walmart.com.mx/ip/alimento-para-perro-mainstays-adulto-todos-los-tamanos-20-kg/00750107221342?athbdg=L1300,walmart_page_2
Mascarilla para cabello Garnier Fructis hair food aguacate cabello seco 350 ml,$102.00,https://www.walmart.com.mx/ip/mascarilla-para-cabello-garnier-fructis-hair-food-aguacate-cabello-seco-350-ml/00750955282896?athbdg=L1504,walmart_page_2
Rasuradora Philips NA One Blade para cara y cuerpo,$679.00,https://www.walmart.com.mx/ip/rasuradora-philips-na-one-blade-para-cara-y-cuerpo/00872068903656?athbdg=L6000,walmart_page_2
Whisky Buchanan's Deluxe 12 años Blended Scotch 750 ml,$559.00,https://www.walmart.com.mx/ip/whisky-buchanan-s-deluxe-12-anos-blended-scotch-750-ml/00000005019638?athbdg=L1300,walmart_page_2
Apple Iphone 15 128GB BLUE modelo A3092,"$11,999.00",https://www.walmart.com.mx/ip/apple-iphone-15-128gb-blue-modelo-a3092/00019594903476?athbdg=L1300,walmart_page_2
Colchón Matrimonial en Caja 21 cm Turin Plus.,"$1,949.00",https://www.walmart.com.mx/ip/colchon-matrimonial-en-caja-21-cm-turin-plus-/00750230110015?athbdg=L1300,walmart_page_2
"Asador para Carbón Bluelander de Acero Inoxidable con Llantas Transportadoras, Termómetro, Portátil","$2,539.00",https://www.walmart.com.mx/ip/asador-para-carbon-bluelander-de-acero-inoxidable-con-llantas-transportadoras-termometro-portatil/00750230815919?athbdg=L1300,walmart_page_2
Batería de Cocina Luxor 7 pz Acero Inoxidable Inducción Fraciel,$659.00,https://www.walmart.com.mx/ip/bateria-de-cocina-luxor-7-pz-acero-inoxidable-induccion-fraciel/00046212780123?athbdg=L1300,walmart_page_2
Zapatera Mueble para Zapatos Organizador con Varios Compartimientos Color Negro,$309.00,https://www.walmart.com.mx/ip/zapatera-mueble-para-zapatos-organizador-con-varios-compartimientos-color-negro/00506500035879?athbdg=L1300,walmart_page_2
Whisky Johnnie Walker Black Label 12 Años Escocés Añejado 750 ml,$489.00,https://www.walmart.com.mx/ip/whisky-johnnie-walker-black-label-12-anos-escoces-anejado-750-ml/00500026702400?athbdg=L1300,walmart_page_2
Combo Dulce RCA 3 Elementos Negro RC-CD,$999.00,https://www.walmart.com.mx/ip/combo-dulce-rca-3-elementos-negro-rc-cd/00750038312035?athbdg=L1300,walmart_page_2
Bocina portátil JBL PartyBox Stage 320,"$8,589.00",https://www.walmart.com.mx/ip/bocina-portatil-jbl-partybox-stage-320/00005003639875?athbdg=L1300,walmart_page_2
Tinte para cabello Garnier Nutrisse 677 chocolate silvia,$87.00,https://www.walmart.com.mx/ip/tinte-para-cabello-garnier-nutrisse-677-chocolate-silvia/00750607894586?athbdg=L1504,walmart_page_2
Colchón Individual Spring Air Collection,"$2,599.00",https://www.walmart.com.mx/ip/colchon-individual-spring-air-collection/00750171925141?athbdg=L1300,walmart_page_2
Suavizante de Telas Suavitel Complete Fresca Primavera 2.8 L,$116.00,https://www.walmart.com.mx/ip/suavizante-de-telas-suavitel-complete-fresca-primavera-2-8-l/00750954608069?athbdg=L1504,walmart_page_2
Refrigerador LG 14 Pies Menta Top Freezer,"$11,990.00",https://www.walmart.com.mx/ip/refrigerador-lg-14-pies-menta-top-freezer/00880608481094?athbdg=L1300,walmart_page_2
Multifuncional HP Smart Tank 580 1F3Y2A Tinta Continua Color,"$3,999.00",https://www.walmart.com.mx/ip/multifuncional-hp-smart-tank-580-1f3y2a-tinta-continua-color/00019606896350?athbdg=L1300,walmart_page_2
Quitamanchas Dr Beckmann desodorante y sudor 500 ml,$146.00,https://www.walmart.com.mx/ip/quitamanchas-dr-beckmann-desodorante-y-sudor-500-ml/00400845552491?athbdg=L1506,walmart_page_2
Suavizante de Telas Suavitel Complete Fresco Aroma de Sol 700 ml,$27.00,https://www.walmart.com.mx/ip/suavizante-de-telas-suavitel-complete-fresco-aroma-de-sol-700-ml/00750954668016?athbdg=L1504,walmart_page_2
Perlas de Perfume Downy Lush Aroma Dulce y Floral 345 g,$219.00,https://www.walmart.com.mx/ip/perlas-de-perfume-downy-lush-aroma-dulce-y-floral-345-g/00003077209572?athbdg=L1504,walmart_page_3
Frigobar Hisense 3.3 Pies RT31D6AGX1 Silver,"$4,419.00",https://www.walmart.com.mx/ip/frigobar-hisense-3-3-pies-rt31d6agx1-silver/00692172707421?athbdg=L1300,walmart_page_3
Bocina inteligente Alexa Spot,"$1,279.00",https://www.walmart.com.mx/ip/bocina-inteligente-alexa-spot/00084026896342?athbdg=L1300,walmart_page_3
Fibra Mas Esponja Sponge Daddy 4 Piezas,$99.00,https://www.walmart.com.mx/ip/fibra-mas-esponja-sponge-daddy-4-piezas/00750227910273?athbdg=L1504,walmart_page_3
Limpia lavadoras Dr Beckmann 250 ml,$60.00,https://www.walmart.com.mx/ip/limpia-lavadoras-dr-beckmann-250-ml/00400845542401?athbdg=L6000,walmart_page_3
Boiler de Paso 1 Regadera 6Lts AVERA  C6L Calentador de Paso Uso Exclusivo Gas LP,"$1,779.00",https://www.walmart.com.mx/ip/boiler-de-paso-1-regadera-6lts-avera-c6l-calentador-de-paso-uso-exclusivo-gas-lp/00750302706124?athbdg=L1300,walmart_page_3
Tinte para cabello Nutrisse Oleos sin amoniaco 7.35 rubio dorado,$97.00,https://www.walmart.com.mx/ip/tinte-para-cabello-nutrisse-oleos-sin-amoniaco-7-35-rubio-dorado/00750955287059?athbdg=L1504,walmart_page_3
Tinte para cabello Garnier Nutrisse 67p chocolate intenso,$87.00,https://www.walmart.com.mx/ip/tinte-para-cabello-garnier-nutrisse-67p-chocolate-intenso/00750955290951?athbdg=L1504,walmart_page_3
iPhone 13 Apple 128 GB Negro Reacondicionado,"$6,049.00",https://www.walmart.com.mx/ip/iphone-13-apple-128-gb-negro-reacondicionado/00085369895437?athbdg=L1500,walmart_page_3
Papel higiénico Kleenex Elegance Cottonelle 30 rollos con 215 hojas dobles c/u,$215.00,https://www.walmart.com.mx/ip/papel-higienico-kleenex-elegance-cottonelle-30-rollos-con-215-hojas-dobles-c-u/00750642565418?athbdg=L1300,walmart_page_3
Tinte para cabello Nutrisse Oleos sin amoniaco 5.31 castaño dorado cenizo,$97.00,https://www.walmart.com.mx/ip/tinte-para-cabello-nutrisse-oleos-sin-amoniaco-5-31-castano-dorado-cenizo/00750955287057?athbdg=L1504,walmart_page_3
Sopa instantánea Maruchan Instant Lunch con camarón limón y habanero 64 g,$14.50,https://www.walmart.com.mx/ip/sopa-instantanea-maruchan-instant-lunch-con-camaron-limon-y-habanero-64-g/00004178900186?athbdg=L6000,walmart_page_3
